pokemon_name,pokemon_type,damage_from,from_type
exeggutor,psychic,2,ghost
exeggutor,psychic,1,psychic
exeggutor-alola,dragon,2,dragon
exeggutor-alola,dragon,1,electric
exeggutor-alola,dragon,2,fairy
exeggutor-alola,dragon,1,fire
exeggutor-alola,dragon,1,grass
exeggutor-alola,dragon,2,ice
exeggutor-alola,dragon,1,water
exeggutor-alola,grass,2,bug
exeggutor-alola,grass,1,electric
exeggutor-alola,grass,2,fire
exeggutor-alola,grass,2,flying
exeggutor-alola,grass,1,grass
exeggutor-alola,grass,1,ground
exeggutor-alola,grass,2,ice
exeggutor-alola,grass,2,poison
exeggutor-alola,grass,1,water
exploud,normal,2,fighting
exploud,normal,0,ghost
farfetchd,flying,1,bug
farfetchd,flying,2,electric
farfetchd,flying,1,fighting
farfetchd,flying,1,grass
farfetchd,flying,0,ground
farfetchd,flying,2,ice
farfetchd,flying,2,rock
farfetchd,normal,2,fighting
farfetchd,normal,0,ghost
fearow,flying,1,bug
fearow,flying,2,electric
fearow,flying,1,fighting
fearow,flying,1,grass
fearow,flying,0,ground
fearow,flying,2,ice
fearow,flying,2,rock
fearow,normal,2,fighting
fearow,normal,0,ghost
feebas,water,2,electric
feebas,water,1,fire
feebas,water,2,grass
feebas,water,1,ice
feebas,water,1,steel
feebas,water,1,water
fennekin,fire,1,bug
fennekin,fire,1,fairy
fennekin,fire,1,fire
fennekin,fire,1,grass
fennekin,fire,2,ground
fennekin,fire,1,ice
fennekin,fire,2,rock
fennekin,fire,1,steel
fennekin,fire,2,water
feraligatr,water,2,electric
feraligatr,water,1,fire
feraligatr,water,2,grass
feraligatr,water,1,ice
feraligatr,water,1,steel
feraligatr,water,1,water
ferroseed,grass,2,bug
ferroseed,grass,1,electric
ferroseed,grass,2,fire
ferroseed,grass,2,flying
ferroseed,grass,1,grass
ferroseed,grass,1,ground
ferroseed,grass,2,ice
ferroseed,grass,2,poison
ferroseed,grass,1,water
ferroseed,steel,1,bug
ferroseed,steel,1,dragon
ferroseed,steel,1,fairy
ferroseed,steel,2,fighting
ferroseed,steel,2,fire
ferroseed,steel,1,flying
ferroseed,steel,1,grass
ferroseed,steel,2,ground
ferroseed,steel,1,ice
ferroseed,steel,1,normal
ferroseed,steel,0,poison
ferroseed,steel,1,psychic
ferroseed,steel,1,rock
ferroseed,steel,1,steel
ferrothorn,grass,2,bug
ferrothorn,grass,1,electric
ferrothorn,grass,2,fire
ferrothorn,grass,2,flying
ferrothorn,grass,1,grass
ferrothorn,grass,1,ground
ferrothorn,grass,2,ice
ferrothorn,grass,2,poison
ferrothorn,grass,1,water
ferrothorn,steel,1,bug
ferrothorn,steel,1,dragon
ferrothorn,steel,1,fairy
ferrothorn,steel,2,fighting
ferrothorn,steel,2,fire
ferrothorn,steel,1,flying
ferrothorn,steel,1,grass
ferrothorn,steel,2,ground
ferrothorn,steel,1,ice
ferrothorn,steel,1,normal
ferrothorn,steel,0,poison
ferrothorn,steel,1,psychic
ferrothorn,steel,1,rock
ferrothorn,steel,1,steel
finneon,water,2,electric
finneon,water,1,fire
finneon,water,2,grass
finneon,water,1,ice
finneon,water,1,steel
finneon,water,1,water
flaaffy,electric,1,electric
flaaffy,electric,1,flying
flaaffy,electric,2,ground
flaaffy,electric,1,steel
flabebe,fairy,1,bug
flabebe,fairy,1,dark
flabebe,fairy,0,dragon
flabebe,fairy,1,fighting
flabebe,fairy,2,poison
flabebe,fairy,2,steel
flareon,fire,1,bug
flareon,fire,1,fairy
flareon,fire,1,fire
flareon,fire,1,grass
flareon,fire,2,ground
flareon,fire,1,ice
flareon,fire,2,rock
flareon,fire,1,steel
flareon,fire,2,water
fletchinder,fire,1,bug
fletchinder,fire,1,fairy
fletchinder,fire,1,fire
fletchinder,fire,1,grass
fletchinder,fire,2,ground
fletchinder,fire,1,ice
fletchinder,fire,2,rock
fletchinder,fire,1,steel
fletchinder,fire,2,water
fletchinder,flying,1,bug
fletchinder,flying,2,electric
fletchinder,flying,1,fighting
fletchinder,flying,1,grass
fletchinder,flying,0,ground
fletchinder,flying,2,ice
fletchinder,flying,2,rock
fletchling,flying,1,bug
fletchling,flying,2,electric
fletchling,flying,1,fighting
fletchling,flying,1,grass
fletchling,flying,0,ground
fletchling,flying,2,ice
fletchling,flying,2,rock
fletchling,normal,2,fighting
fletchling,normal,0,ghost
floatzel,water,2,electric
floatzel,water,1,fire
floatzel,water,2,grass
floatzel,water,1,ice
floatzel,water,1,steel
floatzel,water,1,water
floette,fairy,1,bug
floette,fairy,1,dark
floette,fairy,0,dragon
floette,fairy,1,fighting
floette,fairy,2,poison
floette,fairy,2,steel
floette-eternal,fairy,1,bug
floette-eternal,fairy,1,dark
floette-eternal,fairy,0,dragon
floette-eternal,fairy,1,fighting
floette-eternal,fairy,2,poison
floette-eternal,fairy,2,steel
florges,fairy,1,bug
florges,fairy,1,dark
florges,fairy,0,dragon
florges,fairy,1,fighting
florges,fairy,2,poison
florges,fairy,2,steel
flygon,dragon,2,dragon
flygon,dragon,1,electric
flygon,dragon,2,fairy
flygon,dragon,1,fire
flygon,dragon,1,grass
flygon,dragon,2,ice
flygon,dragon,1,water
flygon,ground,0,electric
flygon,ground,2,grass
flygon,ground,2,ice
flygon,ground,1,poison
flygon,ground,1,rock
flygon,ground,2,water
foongus,grass,2,bug
foongus,grass,1,electric
foongus,grass,2,fire
foongus,grass,2,flying
foongus,grass,1,grass
foongus,grass,1,ground
foongus,grass,2,ice
foongus,grass,2,poison
foongus,grass,1,water
foongus,poison,1,bug
foongus,poison,1,fairy
foongus,poison,1,fighting
foongus,poison,1,grass
foongus,poison,2,ground
foongus,poison,1,poison
foongus,poison,2,psychic
forretress,bug,1,fighting
forretress,bug,2,fire
forretress,bug,2,flying
forretress,bug,1,grass
forretress,bug,1,ground
forretress,bug,2,rock
forretress,steel,1,bug
forretress,steel,1,dragon
forretress,steel,1,fairy
forretress,steel,2,fighting
forretress,steel,2,fire
forretress,steel,1,flying
forretress,steel,1,grass
forretress,steel,2,ground
forretress,steel,1,ice
forretress,steel,1,normal
forretress,steel,0,poison
forretress,steel,1,psychic
forretress,steel,1,rock
forretress,steel,1,steel
fraxure,dragon,2,dragon
fraxure,dragon,1,electric
fraxure,dragon,2,fairy
fraxure,dragon,1,fire
fraxure,dragon,1,grass
fraxure,dragon,2,ice
fraxure,dragon,1,water
frillish,ghost,1,bug
frillish,ghost,2,dark
frillish,ghost,0,fighting
frillish,ghost,2,ghost
frillish,ghost,0,normal
frillish,ghost,1,poison
frillish,water,2,electric
frillish,water,1,fire
frillish,water,2,grass
frillish,water,1,ice
frillish,water,1,steel
frillish,water,1,water
froakie,water,2,electric
froakie,water,1,fire
froakie,water,2,grass
froakie,water,1,ice
froakie,water,1,steel
froakie,water,1,water
frogadier,water,2,electric
frogadier,water,1,fire
frogadier,water,2,grass
frogadier,water,1,ice
frogadier,water,1,steel
frogadier,water,1,water
froslass,ghost,1,bug
froslass,ghost,2,dark
froslass,ghost,0,fighting
froslass,ghost,2,ghost
froslass,ghost,0,normal
froslass,ghost,1,poison
froslass,ice,2,fighting
froslass,ice,2,fire
froslass,ice,1,ice
froslass,ice,2,rock
froslass,ice,2,steel
furfrou,normal,2,fighting
furfrou,normal,0,ghost
furret,normal,2,fighting
furret,normal,0,ghost
gabite,dragon,2,dragon
gabite,dragon,1,electric
gabite,dragon,2,fairy
gabite,dragon,1,fire
gabite,dragon,1,grass
gabite,dragon,2,ice
gabite,dragon,1,water
gabite,ground,0,electric
gabite,ground,2,grass
gabite,ground,2,ice
gabite,ground,1,poison
gabite,ground,1,rock
gabite,ground,2,water
gallade,fighting,1,bug
gallade,fighting,1,dark
gallade,fighting,2,fairy
gallade,fighting,2,flying
gallade,fighting,2,psychic
gallade,fighting,1,rock
gallade,psychic,2,bug
gallade,psychic,2,dark
gallade,psychic,1,fighting
gallade,psychic,2,ghost
gallade,psychic,1,psychic
gallade-mega,fighting,1,bug
gallade-mega,fighting,1,dark
gallade-mega,fighting,2,fairy
gallade-mega,fighting,2,flying
gallade-mega,fighting,2,psychic
gallade-mega,fighting,1,rock
gallade-mega,psychic,2,bug
gallade-mega,psychic,2,dark
gallade-mega,psychic,1,fighting
gallade-mega,psychic,2,ghost
gallade-mega,psychic,1,psychic
galvantula,bug,1,fighting
galvantula,bug,2,fire
galvantula,bug,2,flying
galvantula,bug,1,grass
galvantula,bug,1,ground
galvantula,bug,2,rock
galvantula,electric,1,electric
galvantula,electric,1,flying
galvantula,electric,2,ground
galvantula,electric,1,steel
garbodor,poison,1,bug
garbodor,poison,1,fairy
garbodor,poison,1,fighting
garbodor,poison,1,grass
garbodor,poison,2,ground
garbodor,poison,1,poison
garbodor,poison,2,psychic
garchomp,dragon,2,dragon
garchomp,dragon,1,electric
garchomp,dragon,2,fairy
garchomp,dragon,1,fire
garchomp,dragon,1,grass
garchomp,dragon,2,ice
garchomp,dragon,1,water
garchomp,ground,0,electric
garchomp,ground,2,grass
garchomp,ground,2,ice
garchomp,ground,1,poison
garchomp,ground,1,rock
garchomp,ground,2,water
garchomp-mega,dragon,2,dragon
garchomp-mega,dragon,1,electric
garchomp-mega,dragon,2,fairy
garchomp-mega,dragon,1,fire
garchomp-mega,dragon,1,grass
garchomp-mega,dragon,2,ice
garchomp-mega,dragon,1,water
garchomp-mega,ground,0,electric
garchomp-mega,ground,2,grass
garchomp-mega,ground,2,ice
garchomp-mega,ground,1,poison
garchomp-mega,ground,1,rock
garchomp-mega,ground,2,water
gardevoir,fairy,1,bug
gardevoir,fairy,1,dark
gardevoir,fairy,0,dragon
gardevoir,fairy,1,fighting
gardevoir,fairy,2,poison
gardevoir,fairy,2,steel
gardevoir,psychic,2,bug
gardevoir,psychic,2,dark
gardevoir,psychic,1,fighting
gardevoir,psychic,2,ghost
gardevoir,psychic,1,psychic
gardevoir-mega,fairy,1,bug
gardevoir-mega,fairy,1,dark
gardevoir-mega,fairy,0,dragon
gardevoir-mega,fairy,1,fighting
gardevoir-mega,fairy,2,poison
gardevoir-mega,fairy,2,steel
gardevoir-mega,psychic,2,bug
gardevoir-mega,psychic,2,dark
gardevoir-mega,psychic,1,fighting
gardevoir-mega,psychic,2,ghost
gardevoir-mega,psychic,1,psychic
gastly,ghost,1,bug
gastly,ghost,2,dark
gastly,ghost,0,fighting
gastly,ghost,2,ghost
gastly,ghost,0,normal
gastly,ghost,1,poison
gastly,poison,1,bug
gastly,poison,1,fairy
gastly,poison,1,fighting
gastly,poison,1,grass
gastly,poison,2,ground
gastly,poison,1,poison
gastly,poison,2,psychic
gastrodon,ground,0,electric
gastrodon,ground,2,grass
gastrodon,ground,2,ice
gastrodon,ground,1,poison
gastrodon,ground,1,rock
gastrodon,ground,2,water
gastrodon,water,2,electric
gastrodon,water,1,fire
gastrodon,water,2,grass
gastrodon,water,1,ice
gastrodon,water,1,steel
gastrodon,water,1,water
genesect,bug,1,fighting
genesect,bug,2,fire
genesect,bug,2,flying
genesect,bug,1,grass
genesect,bug,1,ground
genesect,bug,2,rock
genesect,steel,1,bug
genesect,steel,1,dragon
genesect,steel,1,fairy
genesect,steel,2,fighting
genesect,steel,2,fire
genesect,steel,1,flying
genesect,steel,1,grass
genesect,steel,2,ground
genesect,steel,1,ice
genesect,steel,1,normal
genesect,steel,0,poison
genesect,steel,1,psychic
genesect,steel,1,rock
genesect,steel,1,steel
gengar,ghost,1,bug
gengar,ghost,2,dark
gengar,ghost,0,fighting
gengar,ghost,2,ghost
gengar,ghost,0,normal
gengar,ghost,1,poison
gengar,poison,1,bug
gengar,poison,1,fairy
gengar,poison,1,fighting
gengar,poison,1,grass
gengar,poison,2,ground
gengar,poison,1,poison
gengar,poison,2,psychic
gengar-mega,ghost,1,bug
gengar-mega,ghost,2,dark
gengar-mega,ghost,0,fighting
gengar-mega,ghost,2,ghost
gengar-mega,ghost,0,normal
gengar-mega,ghost,1,poison
gengar-mega,poison,1,bug
gengar-mega,poison,1,fairy
gengar-mega,poison,1,fighting
gengar-mega,poison,1,grass
gengar-mega,poison,2,ground
gengar-mega,poison,1,poison
gengar-mega,poison,2,psychic
geodude,ground,0,electric
geodude,ground,2,grass
geodude,ground,2,ice
geodude,ground,1,poison
geodude,ground,1,rock
geodude,ground,2,water
geodude,rock,2,fighting
geodude,rock,1,fire
geodude,rock,1,flying
geodude,rock,2,grass
geodude,rock,2,ground
geodude,rock,1,normal
geodude,rock,1,poison
geodude,rock,2,steel
geodude,rock,2,water
geodude-alola,electric,1,electric
geodude-alola,electric,1,flying
geodude-alola,electric,2,ground
geodude-alola,electric,1,steel
geodude-alola,rock,2,fighting
geodude-alola,rock,1,fire
geodude-alola,rock,1,flying
geodude-alola,rock,2,grass
geodude-alola,rock,2,ground
geodude-alola,rock,1,normal
geodude-alola,rock,1,poison
geodude-alola,rock,2,steel
geodude-alola,rock,2,water
gible,dragon,2,dragon
gible,dragon,1,electric
gible,dragon,2,fairy
gible,dragon,1,fire
gible,dragon,1,grass
gible,dragon,2,ice
gible,dragon,1,water
gible,ground,0,electric
gible,ground,2,grass
gible,ground,2,ice
gible,ground,1,poison
gible,ground,1,rock
gible,ground,2,water
gigalith,rock,2,fighting
gigalith,rock,1,fire
gigalith,rock,1,flying
gigalith,rock,2,grass
gigalith,rock,2,ground
gigalith,rock,1,normal
gigalith,rock,1,poison
gigalith,rock,2,steel
gigalith,rock,2,water
girafarig,normal,2,fighting
girafarig,normal,0,ghost
girafarig,psychic,2,bug
girafarig,psychic,2,dark
girafarig,psychic,1,fighting
girafarig,psychic,2,ghost
girafarig,psychic,1,psychic
giratina-altered,dragon,2,dragon
giratina-altered,dragon,1,electric
giratina-altered,dragon,2,fairy
giratina-altered,dragon,1,fire
giratina-altered,dragon,1,grass
giratina-altered,dragon,2,ice
giratina-altered,dragon,1,water
giratina-altered,ghost,1,bug
giratina-altered,ghost,2,dark
giratina-altered,ghost,0,fighting
giratina-altered,ghost,2,ghost
giratina-altered,ghost,0,normal
giratina-altered,ghost,1,poison
giratina-origin,dragon,2,dragon
giratina-origin,dragon,1,electric
giratina-origin,dragon,2,fairy
giratina-origin,dragon,1,fire
giratina-origin,dragon,1,grass
giratina-origin,dragon,2,ice
giratina-origin,dragon,1,water
giratina-origin,ghost,1,bug
giratina-origin,ghost,2,dark
giratina-origin,ghost,0,fighting
giratina-origin,ghost,2,ghost
giratina-origin,ghost,0,normal
giratina-origin,ghost,1,poison
glaceon,ice,2,fighting
glaceon,ice,2,fire
glaceon,ice,1,ice
glaceon,ice,2,rock
glaceon,ice,2,steel
glalie,ice,2,fighting
glalie,ice,2,fire
glalie,ice,1,ice
glalie,ice,2,rock
glalie,ice,2,steel
glalie-mega,ice,2,fighting
glalie-mega,ice,2,fire
glalie-mega,ice,1,ice
glalie-mega,ice,2,rock
glalie-mega,ice,2,steel
glameow,normal,2,fighting
glameow,normal,0,ghost
gligar,flying,1,bug
gligar,flying,2,electric
gligar,flying,1,fighting
gligar,flying,1,grass
gligar,flying,0,ground
gligar,flying,2,ice
gligar,flying,2,rock
gligar,ground,0,electric
gligar,ground,2,grass
gligar,ground,2,ice
gligar,ground,1,poison
gligar,ground,1,rock
gligar,ground,2,water
gliscor,flying,1,bug
gliscor,flying,2,electric
gliscor,flying,1,fighting
gliscor,flying,1,grass
gliscor,flying,0,ground
gliscor,flying,2,ice
gliscor,flying,2,rock
gliscor,ground,0,electric
gliscor,ground,2,grass
gliscor,ground,2,ice
gliscor,ground,1,poison
gliscor,ground,1,rock
gliscor,ground,2,water
gloom,grass,2,bug
gloom,grass,1,electric
gloom,grass,2,fire
gloom,grass,2,flying
gloom,grass,1,grass
gloom,grass,1,ground
gloom,grass,2,ice
gloom,grass,2,poison
gloom,grass,1,water
gloom,poison,1,bug
gloom,poison,1,fairy
gloom,poison,1,fighting
gloom,poison,1,grass
gloom,poison,2,ground
gloom,poison,1,poison
gloom,poison,2,psychic
gogoat,grass,2,bug
gogoat,grass,1,electric
gogoat,grass,2,fire
gogoat,grass,2,flying
gogoat,grass,1,grass
gogoat,grass,1,ground
gogoat,grass,2,ice
gogoat,grass,2,poison
gogoat,grass,1,water
golbat,flying,1,bug
golbat,flying,2,electric
golbat,flying,1,fighting
golbat,flying,1,grass
golbat,flying,0,ground
golbat,flying,2,ice
golbat,flying,2,rock
golbat,poison,1,bug
golbat,poison,1,fairy
golbat,poison,1,fighting
golbat,poison,1,grass
golbat,poison,2,ground
golbat,poison,1,poison
golbat,poison,2,psychic
goldeen,water,2,electric
goldeen,water,1,fire
goldeen,water,2,grass
goldeen,water,1,ice
goldeen,water,1,steel
goldeen,water,1,water
golduck,water,2,electric
golduck,water,1,fire
golduck,water,2,grass
golduck,water,1,ice
golduck,water,1,steel
golduck,water,1,water
golem,ground,0,electric
golem,ground,2,grass
golem,ground,2,ice
golem,ground,1,poison
golem,ground,1,rock
golem,ground,2,water
golem,rock,2,fighting
golem,rock,1,fire
golem,rock,1,flying
golem,rock,2,grass
golem,rock,2,ground
golem,rock,1,normal
golem,rock,1,poison
golem,rock,2,steel
golem,rock,2,water
golem-alola,electric,1,electric
golem-alola,electric,1,flying
golem-alola,electric,2,ground
golem-alola,electric,1,steel
golem-alola,rock,2,fighting
golem-alola,rock,1,fire
golem-alola,rock,1,flying
golem-alola,rock,2,grass
golem-alola,rock,2,ground
golem-alola,rock,1,normal
golem-alola,rock,1,poison
golem-alola,rock,2,steel
golem-alola,rock,2,water
golett,ghost,1,bug
golett,ghost,2,dark
golett,ghost,0,fighting
golett,ghost,2,ghost
golett,ghost,0,normal
golett,ghost,1,poison
golett,ground,0,electric
golett,ground,2,grass
golett,ground,2,ice
golett,ground,1,poison
golett,ground,1,rock
golett,ground,2,water
golurk,ghost,1,bug
golurk,ghost,2,dark
golurk,ghost,0,fighting
golurk,ghost,2,ghost
golurk,ghost,0,normal
golurk,ghost,1,poison
golurk,ground,0,electric
golurk,ground,2,grass
golurk,ground,2,ice
golurk,ground,1,poison
golurk,ground,1,rock
golurk,ground,2,water
goodra,dragon,2,dragon
goodra,dragon,1,electric
goodra,dragon,2,fairy
goodra,dragon,1,fire
goodra,dragon,1,grass
goodra,dragon,2,ice
goodra,dragon,1,water
goomy,dragon,2,dragon
goomy,dragon,1,electric
goomy,dragon,2,fairy
goomy,dragon,1,fire
goomy,dragon,1,grass
goomy,dragon,2,ice
goomy,dragon,1,water
gorebyss,water,2,electric
gorebyss,water,1,fire
gorebyss,water,2,grass
gorebyss,water,1,ice
gorebyss,water,1,steel
gorebyss,water,1,water
gothita,psychic,2,bug
gothita,psychic,2,dark
gothita,psychic,1,fighting
gothita,psychic,2,ghost
gothita,psychic,1,psychic
gothitelle,psychic,2,bug
gothitelle,psychic,2,dark
gothitelle,psychic,1,fighting
gothitelle,psychic,2,ghost
gothitelle,psychic,1,psychic
gothorita,psychic,2,bug
gothorita,psychic,2,dark
gothorita,psychic,1,fighting
gothorita,psychic,2,ghost
gothorita,psychic,1,psychic
gourgeist-average,ghost,1,bug
gourgeist-average,ghost,2,dark
gourgeist-average,ghost,0,fighting
gourgeist-average,ghost,2,ghost
gourgeist-average,ghost,0,normal
gourgeist-average,ghost,1,poison
gourgeist-average,grass,2,bug
gourgeist-average,grass,1,electric
gourgeist-average,grass,2,fire
gourgeist-average,grass,2,flying
gourgeist-average,grass,1,grass
gourgeist-average,grass,1,ground
gourgeist-average,grass,2,ice
gourgeist-average,grass,2,poison
gourgeist-average,grass,1,water
gourgeist-large,ghost,1,bug
gourgeist-large,ghost,2,dark
gourgeist-large,ghost,0,fighting
gourgeist-large,ghost,2,ghost
gourgeist-large,ghost,0,normal
gourgeist-large,ghost,1,poison
gourgeist-large,grass,2,bug
gourgeist-large,grass,1,electric
gourgeist-large,grass,2,fire
gourgeist-large,grass,2,flying
gourgeist-large,grass,1,grass
gourgeist-large,grass,1,ground
gourgeist-large,grass,2,ice
gourgeist-large,grass,2,poison
gourgeist-large,grass,1,water
gourgeist-small,ghost,1,bug
gourgeist-small,ghost,2,dark
gourgeist-small,ghost,0,fighting
gourgeist-small,ghost,2,ghost
gourgeist-small,ghost,0,normal
gourgeist-small,ghost,1,poison
gourgeist-small,grass,2,bug
gourgeist-small,grass,1,electric
gourgeist-small,grass,2,fire
gourgeist-small,grass,2,flying
gourgeist-small,grass,1,grass
gourgeist-small,grass,1,ground
gourgeist-small,grass,2,ice
gourgeist-small,grass,2,poison
gourgeist-small,grass,1,water
gourgeist-super,ghost,1,bug
gourgeist-super,ghost,2,dark
gourgeist-super,ghost,0,fighting
gourgeist-super,ghost,2,ghost
gourgeist-super,ghost,0,normal
gourgeist-super,ghost,1,poison
gourgeist-super,grass,2,bug
gourgeist-super,grass,1,electric
gourgeist-super,grass,2,fire
gourgeist-super,grass,2,flying
gourgeist-super,grass,1,grass
gourgeist-super,grass,1,ground
gourgeist-super,grass,2,ice
gourgeist-super,grass,2,poison
gourgeist-super,grass,1,water
granbull,fairy,1,bug
granbull,fairy,1,dark
granbull,fairy,0,dragon
granbull,fairy,1,fighting
granbull,fairy,2,poison
granbull,fairy,2,steel
graveler,ground,0,electric
graveler,ground,2,grass
graveler,ground,2,ice
graveler,ground,1,poison
graveler,ground,1,rock
graveler,ground,2,water
graveler,rock,2,fighting
graveler,rock,1,fire
graveler,rock,1,flying
graveler,rock,2,grass
graveler,rock,2,ground
graveler,rock,1,normal
graveler,rock,1,poison
graveler,rock,2,steel
graveler,rock,2,water
graveler-alola,electric,1,electric
graveler-alola,electric,1,flying
graveler-alola,electric,2,ground
graveler-alola,electric,1,steel
graveler-alola,rock,2,fighting
graveler-alola,rock,1,fire
graveler-alola,rock,1,flying
graveler-alola,rock,2,grass
graveler-alola,rock,2,ground
graveler-alola,rock,1,normal
graveler-alola,rock,1,poison
graveler-alola,rock,2,steel
graveler-alola,rock,2,water
greninja,dark,2,bug
greninja,dark,1,dark
greninja,dark,2,fairy
greninja,dark,2,fighting
greninja,dark,1,ghost
greninja,dark,0,psychic
greninja,water,2,electric
greninja,water,1,fire
greninja,water,2,grass
greninja,water,1,ice
greninja,water,1,steel
greninja,water,1,water
greninja-ash,dark,2,bug
greninja-ash,dark,1,dark
greninja-ash,dark,2,fairy
greninja-ash,dark,2,fighting
greninja-ash,dark,1,ghost
greninja-ash,dark,0,psychic
greninja-ash,water,2,electric
greninja-ash,water,1,fire
greninja-ash,water,2,grass
greninja-ash,water,1,ice
greninja-ash,water,1,steel
greninja-ash,water,1,water
greninja-battle-bond,dark,2,bug
greninja-battle-bond,dark,1,dark
greninja-battle-bond,dark,2,fairy
greninja-battle-bond,dark,2,fighting
greninja-battle-bond,dark,1,ghost
greninja-battle-bond,dark,0,psychic
greninja-battle-bond,water,2,electric
greninja-battle-bond,water,1,fire
greninja-battle-bond,water,2,grass
greninja-battle-bond,water,1,ice
greninja-battle-bond,water,1,steel
greninja-battle-bond,water,1,water
grimer,poison,1,bug
grimer,poison,1,fairy
grimer,poison,1,fighting
grimer,poison,1,grass
grimer,poison,2,ground
grimer,poison,1,poison
grimer,poison,2,psychic
grimer-alola,dark,2,bug
grimer-alola,dark,1,dark
grimer-alola,dark,2,fairy
grimer-alola,dark,2,fighting
grimer-alola,dark,1,ghost
grimer-alola,dark,0,psychic
grimer-alola,poison,1,bug
grimer-alola,poison,1,fairy
grimer-alola,poison,1,fighting
grimer-alola,poison,1,grass
grimer-alola,poison,2,ground
grimer-alola,poison,1,poison
grimer-alola,poison,2,psychic
grotle,grass,2,bug
grotle,grass,1,electric
grotle,grass,2,fire
grotle,grass,2,flying
grotle,grass,1,grass
grotle,grass,1,ground
grotle,grass,2,ice
grotle,grass,2,poison
grotle,grass,1,water
groudon,ground,0,electric
groudon,ground,2,grass
groudon,ground,2,ice
groudon,ground,1,poison
groudon,ground,1,rock
groudon,ground,2,water
groudon-primal,fire,1,bug
groudon-primal,fire,1,fairy
groudon-primal,fire,1,fire
groudon-primal,fire,1,grass
groudon-primal,fire,2,ground
groudon-primal,fire,1,ice
groudon-primal,fire,2,rock
groudon-primal,fire,1,steel
groudon-primal,fire,2,water
groudon-primal,ground,0,electric
groudon-primal,ground,2,grass
groudon-primal,ground,2,ice
groudon-primal,ground,1,poison
groudon-primal,ground,1,rock
groudon-primal,ground,2,water
grovyle,grass,2,bug
grovyle,grass,1,electric
grovyle,grass,2,fire
grovyle,grass,2,flying
grovyle,grass,1,grass
grovyle,grass,1,ground
grovyle,grass,2,ice
grovyle,grass,2,poison
grovyle,grass,1,water
growlithe,fire,1,bug
growlithe,fire,1,fairy
growlithe,fire,1,fire
growlithe,fire,1,grass
growlithe,fire,2,ground
growlithe,fire,1,ice
growlithe,fire,2,rock
growlithe,fire,1,steel
growlithe,fire,2,water
grumpig,psychic,2,bug
grumpig,psychic,2,dark
grumpig,psychic,1,fighting
grumpig,psychic,2,ghost
grumpig,psychic,1,psychic
gulpin,poison,1,bug
gulpin,poison,1,fairy
gulpin,poison,1,fighting
gulpin,poison,1,grass
gulpin,poison,2,ground
gulpin,poison,1,poison
gulpin,poison,2,psychic
gurdurr,fighting,1,bug
gurdurr,fighting,1,dark
gurdurr,fighting,2,fairy
gurdurr,fighting,2,flying
gurdurr,fighting,2,psychic
gurdurr,fighting,1,rock
gyarados,flying,1,bug
gyarados,flying,2,electric
gyarados,flying,1,fighting
gyarados,flying,1,grass
gyarados,flying,0,ground
gyarados,flying,2,ice
gyarados,flying,2,rock
gyarados,water,2,electric
gyarados,water,1,fire
gyarados,water,2,grass
gyarados,water,1,ice
gyarados,water,1,steel
gyarados,water,1,water
gyarados-mega,dark,2,bug
gyarados-mega,dark,1,dark
gyarados-mega,dark,2,fairy
gyarados-mega,dark,2,fighting
gyarados-mega,dark,1,ghost
gyarados-mega,dark,0,psychic
gyarados-mega,water,2,electric
gyarados-mega,water,1,fire
gyarados-mega,water,2,grass
gyarados-mega,water,1,ice
gyarados-mega,water,1,steel
gyarados-mega,water,1,water
happiny,normal,2,fighting
happiny,normal,0,ghost
hariyama,fighting,1,bug
hariyama,fighting,1,dark
hariyama,fighting,2,fairy
hariyama,fighting,2,flying
hariyama,fighting,2,psychic
hariyama,fighting,1,rock
haunter,ghost,1,bug
haunter,ghost,2,dark
haunter,ghost,0,fighting
haunter,ghost,2,ghost
haunter,ghost,0,normal
haunter,ghost,1,poison
haunter,poison,1,bug
haunter,poison,1,fairy
haunter,poison,1,fighting
haunter,poison,1,grass
haunter,poison,2,ground
haunter,poison,1,poison
haunter,poison,2,psychic
hawlucha,fighting,1,bug
hawlucha,fighting,1,dark
hawlucha,fighting,2,fairy
hawlucha,fighting,2,flying
hawlucha,fighting,2,psychic
hawlucha,fighting,1,rock
hawlucha,flying,1,bug
hawlucha,flying,2,electric
hawlucha,flying,1,fighting
hawlucha,flying,1,grass
hawlucha,flying,0,ground
hawlucha,flying,2,ice
hawlucha,flying,2,rock
haxorus,dragon,2,dragon
haxorus,dragon,1,electric
haxorus,dragon,2,fairy
haxorus,dragon,1,fire
haxorus,dragon,1,grass
haxorus,dragon,2,ice
haxorus,dragon,1,water
heatmor,fire,1,bug
heatmor,fire,1,fairy
heatmor,fire,1,fire
heatmor,fire,1,grass
heatmor,fire,2,ground
heatmor,fire,1,ice
heatmor,fire,2,rock
heatmor,fire,1,steel
heatmor,fire,2,water
heatran,fire,1,bug
heatran,fire,1,fairy
heatran,fire,1,fire
heatran,fire,1,grass
heatran,fire,2,ground
heatran,fire,1,ice
heatran,fire,2,rock
heatran,fire,1,steel
heatran,fire,2,water
heatran,steel,1,bug
heatran,steel,1,dragon
heatran,steel,1,fairy
heatran,steel,2,fighting
heatran,steel,2,fire
heatran,steel,1,flying
heatran,steel,1,grass
heatran,steel,2,ground
heatran,steel,1,ice
heatran,steel,1,normal
heatran,steel,0,poison
