pokemon_name,pokemon_type,damage_to,to_type
eelektross,electric,1,electric
eelektross,electric,2,flying
eelektross,electric,1,grass
eelektross,electric,0,ground
eelektross,electric,2,water
eevee,normal,0,ghost
eevee,normal,1,rock
eevee,normal,1,steel
ekans,poison,2,fairy
ekans,poison,1,ghost
ekans,poison,2,grass
ekans,poison,1,ground
ekans,poison,1,poison
ekans,poison,1,rock
ekans,poison,0,steel
electabuzz,electric,1,dragon
electabuzz,electric,1,electric
electabuzz,electric,2,flying
electabuzz,electric,1,grass
electabuzz,electric,0,ground
electabuzz,electric,2,water
electivire,electric,1,dragon
electivire,electric,1,electric
electivire,electric,2,flying
electivire,electric,1,grass
electivire,electric,0,ground
electivire,electric,2,water
electrike,electric,1,dragon
electrike,electric,1,electric
electrike,electric,2,flying
electrike,electric,1,grass
electrike,electric,0,ground
electrike,electric,2,water
electrode,electric,1,dragon
electrode,electric,1,electric
electrode,electric,2,flying
electrode,electric,1,grass
electrode,electric,0,ground
electrode,electric,2,water
elekid,electric,1,dragon
elekid,electric,1,electric
elekid,electric,2,flying
elekid,electric,1,grass
elekid,electric,0,ground
elekid,electric,2,water
elgyem,psychic,0,dark
elgyem,psychic,2,fighting
elgyem,psychic,2,poison
elgyem,psychic,1,psychic
elgyem,psychic,1,steel
emboar,fighting,1,bug
emboar,fighting,2,dark
emboar,fighting,1,fairy
emboar,fighting,1,flying
emboar,fighting,0,ghost
emboar,fighting,2,ice
emboar,fighting,2,normal
emboar,fighting,1,poison
emboar,fighting,1,psychic
emboar,fighting,2,rock
emboar,fighting,2,steel
emboar,fire,2,bug
emboar,fire,1,dragon
emboar,fire,1,fire
emboar,fire,2,grass
emboar,fire,2,ice
emboar,fire,1,rock
emboar,fire,2,steel
emboar,fire,1,water
emolga,electric,1,dragon
emolga,electric,1,electric
emolga,electric,2,flying
emolga,electric,1,grass
emolga,electric,0,ground
emolga,electric,2,water
emolga,flying,2,bug
emolga,flying,1,electric
emolga,flying,2,fighting
emolga,flying,2,grass
emolga,flying,1,rock
emolga,flying,1,steel
empoleon,steel,1,electric
empoleon,steel,2,fairy
empoleon,steel,1,fire
empoleon,steel,2,ice
empoleon,steel,2,rock
empoleon,steel,1,steel
empoleon,steel,1,water
empoleon,water,1,dragon
empoleon,water,2,fire
empoleon,water,1,grass
empoleon,water,2,ground
empoleon,water,2,rock
empoleon,water,1,water
entei,fire,2,bug
entei,fire,1,dragon
entei,fire,1,fire
entei,fire,2,grass
entei,fire,2,ice
entei,fire,1,rock
entei,fire,2,steel
entei,fire,1,water
escavalier,bug,2,dark
escavalier,bug,1,fairy
escavalier,bug,1,fighting
escavalier,bug,1,fire
escavalier,bug,1,flying
escavalier,bug,1,ghost
escavalier,bug,2,grass
escavalier,bug,1,poison
escavalier,bug,2,psychic
escavalier,bug,1,steel
escavalier,steel,1,electric
escavalier,steel,2,fairy
escavalier,steel,1,fire
escavalier,steel,2,ice
escavalier,steel,2,rock
escavalier,steel,1,steel
escavalier,steel,1,water
espeon,psychic,0,dark
espeon,psychic,2,fighting
espeon,psychic,2,poison
espeon,psychic,1,psychic
espeon,psychic,1,steel
espurr,psychic,0,dark
espurr,psychic,2,fighting
espurr,psychic,2,poison
espurr,psychic,1,psychic
espurr,psychic,1,steel
excadrill,ground,1,bug
excadrill,ground,2,electric
excadrill,ground,2,fire
excadrill,ground,0,flying
excadrill,ground,1,grass
excadrill,ground,2,poison
excadrill,ground,2,rock
excadrill,ground,2,steel
excadrill,steel,1,electric
excadrill,steel,2,fairy
excadrill,steel,1,fire
excadrill,steel,2,ice
excadrill,steel,2,rock
excadrill,steel,1,steel
excadrill,steel,1,water
exeggcute,grass,1,bug
exeggcute,grass,1,dragon
exeggcute,grass,1,fire
exeggcute,grass,1,flying
exeggcute,grass,1,grass
exeggcute,grass,2,ground
exeggcute,grass,1,poison
exeggcute,grass,2,rock
exeggcute,grass,1,steel
exeggcute,grass,2,water
exeggcute,psychic,0,dark
exeggcute,psychic,2,fighting
exeggcute,psychic,2,poison
exeggcute,psychic,1,psychic
exeggcute,psychic,1,steel
exeggutor,grass,1,bug
exeggutor,grass,1,dragon
exeggutor,grass,1,fire
exeggutor,grass,1,flying
exeggutor,grass,1,grass
exeggutor,grass,2,ground
exeggutor,grass,1,poison
exeggutor,grass,2,rock
exeggutor,grass,1,steel
exeggutor,grass,2,water
exeggutor,psychic,0,dark
exeggutor,psychic,2,fighting
exeggutor,psychic,2,poison
exeggutor,psychic,1,psychic
exeggutor,psychic,1,steel
exeggutor-alola,dragon,2,dragon
exeggutor-alola,dragon,0,fairy
exeggutor-alola,dragon,1,steel
exeggutor-alola,grass,1,bug
exeggutor-alola,grass,1,dragon
exeggutor-alola,grass,1,fire
exeggutor-alola,grass,1,flying
exeggutor-alola,grass,1,grass
exeggutor-alola,grass,2,ground
exeggutor-alola,grass,1,poison
exeggutor-alola,grass,2,rock
exeggutor-alola,grass,1,steel
exeggutor-alola,grass,2,water
exploud,normal,0,ghost
exploud,normal,1,rock
exploud,normal,1,steel
farfetchd,flying,2,bug
farfetchd,flying,1,electric
farfetchd,flying,2,fighting
farfetchd,flying,2,grass
farfetchd,flying,1,rock
farfetchd,flying,1,steel
farfetchd,normal,0,ghost
farfetchd,normal,1,rock
farfetchd,normal,1,steel
fearow,flying,2,bug
fearow,flying,1,electric
fearow,flying,2,fighting
fearow,flying,2,grass
fearow,flying,1,rock
fearow,flying,1,steel
fearow,normal,0,ghost
fearow,normal,1,rock
fearow,normal,1,steel
feebas,water,1,dragon
feebas,water,2,fire
feebas,water,1,grass
feebas,water,2,ground
feebas,water,2,rock
feebas,water,1,water
fennekin,fire,2,bug
fennekin,fire,1,dragon
fennekin,fire,1,fire
fennekin,fire,2,grass
fennekin,fire,2,ice
fennekin,fire,1,rock
fennekin,fire,2,steel
fennekin,fire,1,water
feraligatr,water,1,dragon
feraligatr,water,2,fire
feraligatr,water,1,grass
feraligatr,water,2,ground
feraligatr,water,2,rock
feraligatr,water,1,water
ferroseed,grass,1,bug
ferroseed,grass,1,dragon
ferroseed,grass,1,fire
ferroseed,grass,1,flying
ferroseed,grass,1,grass
ferroseed,grass,2,ground
ferroseed,grass,1,poison
ferroseed,grass,2,rock
ferroseed,grass,1,steel
ferroseed,grass,2,water
ferroseed,steel,1,electric
ferroseed,steel,2,fairy
ferroseed,steel,1,fire
ferroseed,steel,2,ice
ferroseed,steel,2,rock
ferroseed,steel,1,steel
ferroseed,steel,1,water
ferrothorn,grass,1,bug
ferrothorn,grass,1,dragon
ferrothorn,grass,1,fire
ferrothorn,grass,1,flying
ferrothorn,grass,1,grass
ferrothorn,grass,2,ground
ferrothorn,grass,1,poison
ferrothorn,grass,2,rock
ferrothorn,grass,1,steel
ferrothorn,grass,2,water
ferrothorn,steel,1,electric
ferrothorn,steel,2,fairy
ferrothorn,steel,1,fire
ferrothorn,steel,2,ice
ferrothorn,steel,2,rock
ferrothorn,steel,1,steel
ferrothorn,steel,1,water
finneon,water,1,dragon
finneon,water,2,fire
finneon,water,1,grass
finneon,water,2,ground
finneon,water,2,rock
finneon,water,1,water
flaaffy,electric,1,dragon
flaaffy,electric,1,electric
flaaffy,electric,2,flying
flaaffy,electric,1,grass
flaaffy,electric,0,ground
flaaffy,electric,2,water
flabebe,fairy,2,dark
flabebe,fairy,2,dragon
flabebe,fairy,2,fighting
flabebe,fairy,1,fire
flabebe,fairy,1,poison
flabebe,fairy,1,steel
flareon,fire,2,bug
flareon,fire,1,dragon
flareon,fire,1,fire
flareon,fire,2,grass
flareon,fire,2,ice
flareon,fire,1,rock
flareon,fire,2,steel
flareon,fire,1,water
fletchinder,fire,2,bug
fletchinder,fire,1,dragon
fletchinder,fire,1,fire
fletchinder,fire,2,grass
fletchinder,fire,2,ice
fletchinder,fire,1,rock
fletchinder,fire,2,steel
fletchinder,fire,1,water
fletchinder,flying,2,bug
fletchinder,flying,1,electric
fletchinder,flying,2,fighting
fletchinder,flying,2,grass
fletchinder,flying,1,rock
fletchinder,flying,1,steel
fletchling,flying,2,bug
fletchling,flying,1,electric
fletchling,flying,2,fighting
fletchling,flying,2,grass
fletchling,flying,1,rock
fletchling,flying,1,steel
fletchling,normal,0,ghost
fletchling,normal,1,rock
fletchling,normal,1,steel
floatzel,water,1,dragon
floatzel,water,2,fire
floatzel,water,1,grass
floatzel,water,2,ground
floatzel,water,2,rock
floatzel,water,1,water
floette,fairy,2,dark
floette,fairy,2,dragon
floette,fairy,2,fighting
floette,fairy,1,fire
floette,fairy,1,poison
floette,fairy,1,steel
floette-eternal,fairy,2,dark
floette-eternal,fairy,2,dragon
floette-eternal,fairy,2,fighting
floette-eternal,fairy,1,fire
floette-eternal,fairy,1,poison
floette-eternal,fairy,1,steel
florges,fairy,2,dark
florges,fairy,2,dragon
florges,fairy,2,fighting
florges,fairy,1,fire
florges,fairy,1,poison
florges,fairy,1,steel
flygon,dragon,2,dragon
flygon,dragon,0,fairy
flygon,dragon,1,steel
flygon,ground,1,bug
flygon,ground,2,electric
flygon,ground,2,fire
flygon,ground,0,flying
flygon,ground,1,grass
flygon,ground,2,poison
flygon,ground,2,rock
flygon,ground,2,steel
foongus,grass,1,bug
foongus,grass,1,dragon
foongus,grass,1,fire
foongus,grass,1,flying
foongus,grass,1,grass
foongus,grass,2,ground
foongus,grass,1,poison
foongus,grass,2,rock
foongus,grass,1,steel
foongus,grass,2,water
foongus,poison,2,fairy
foongus,poison,1,ghost
foongus,poison,2,grass
foongus,poison,1,ground
foongus,poison,1,poison
foongus,poison,1,rock
foongus,poison,0,steel
forretress,bug,2,dark
forretress,bug,1,fairy
forretress,bug,1,fighting
forretress,bug,1,fire
forretress,bug,1,flying
forretress,bug,1,ghost
forretress,bug,2,grass
forretress,bug,1,poison
forretress,bug,2,psychic
forretress,bug,1,steel
forretress,steel,1,electric
forretress,steel,2,fairy
forretress,steel,1,fire
forretress,steel,2,ice
forretress,steel,2,rock
forretress,steel,1,steel
forretress,steel,1,water
fraxure,dragon,2,dragon
fraxure,dragon,0,fairy
fraxure,dragon,1,steel
frillish,ghost,1,dark
frillish,ghost,2,ghost
frillish,ghost,0,normal
frillish,ghost,2,psychic
frillish,water,1,dragon
frillish,water,2,fire
frillish,water,1,grass
frillish,water,2,ground
frillish,water,2,rock
frillish,water,1,water
froakie,water,1,dragon
froakie,water,2,fire
froakie,water,1,grass
froakie,water,2,ground
froakie,water,2,rock
froakie,water,1,water
frogadier,water,1,dragon
frogadier,water,2,fire
frogadier,water,1,grass
frogadier,water,2,ground
frogadier,water,2,rock
frogadier,water,1,water
froslass,ghost,1,dark
froslass,ghost,2,ghost
froslass,ghost,0,normal
froslass,ghost,2,psychic
froslass,ice,2,dragon
froslass,ice,1,fire
froslass,ice,2,flying
froslass,ice,2,grass
froslass,ice,2,ground
froslass,ice,1,ice
froslass,ice,1,steel
froslass,ice,1,water
furfrou,normal,0,ghost
furfrou,normal,1,rock
furfrou,normal,1,steel
furret,normal,0,ghost
furret,normal,1,rock
furret,normal,1,steel
gabite,dragon,2,dragon
gabite,dragon,0,fairy
gabite,dragon,1,steel
gabite,ground,1,bug
gabite,ground,2,electric
gabite,ground,2,fire
gabite,ground,0,flying
gabite,ground,1,grass
gabite,ground,2,poison
gabite,ground,2,rock
gabite,ground,2,steel
gallade,fighting,1,bug
gallade,fighting,2,dark
gallade,fighting,1,fairy
gallade,fighting,1,flying
gallade,fighting,0,ghost
gallade,fighting,2,ice
gallade,fighting,2,normal
gallade,fighting,1,poison
gallade,fighting,1,psychic
gallade,fighting,2,rock
gallade,fighting,2,steel
gallade,psychic,0,dark
gallade,psychic,2,fighting
gallade,psychic,2,poison
gallade,psychic,1,psychic
gallade,psychic,1,steel
gallade-mega,fighting,1,bug
gallade-mega,fighting,2,dark
gallade-mega,fighting,1,fairy
gallade-mega,fighting,1,flying
gallade-mega,fighting,0,ghost
gallade-mega,fighting,2,ice
gallade-mega,fighting,2,normal
gallade-mega,fighting,1,poison
gallade-mega,fighting,1,psychic
gallade-mega,fighting,2,rock
gallade-mega,fighting,2,steel
gallade-mega,psychic,0,dark
gallade-mega,psychic,2,fighting
gallade-mega,psychic,2,poison
gallade-mega,psychic,1,psychic
gallade-mega,psychic,1,steel
galvantula,bug,2,dark
galvantula,bug,1,fairy
galvantula,bug,1,fighting
galvantula,bug,1,fire
galvantula,bug,1,flying
galvantula,bug,1,ghost
galvantula,bug,2,grass
galvantula,bug,1,poison
galvantula,bug,2,psychic
galvantula,bug,1,steel
galvantula,electric,1,dragon
galvantula,electric,1,electric
galvantula,electric,2,flying
galvantula,electric,1,grass
galvantula,electric,0,ground
galvantula,electric,2,water
garbodor,poison,2,fairy
garbodor,poison,1,ghost
garbodor,poison,2,grass
garbodor,poison,1,ground
garbodor,poison,1,poison
garbodor,poison,1,rock
garbodor,poison,0,steel
garchomp,dragon,2,dragon
garchomp,dragon,0,fairy
garchomp,dragon,1,steel
garchomp,ground,1,bug
garchomp,ground,2,electric
garchomp,ground,2,fire
garchomp,ground,0,flying
garchomp,ground,1,grass
garchomp,ground,2,poison
garchomp,ground,2,rock
garchomp,ground,2,steel
garchomp-mega,dragon,2,dragon
garchomp-mega,dragon,0,fairy
garchomp-mega,dragon,1,steel
garchomp-mega,ground,1,bug
garchomp-mega,ground,2,electric
garchomp-mega,ground,2,fire
garchomp-mega,ground,0,flying
garchomp-mega,ground,1,grass
garchomp-mega,ground,2,poison
garchomp-mega,ground,2,rock
garchomp-mega,ground,2,steel
gardevoir,fairy,2,dark
gardevoir,fairy,2,dragon
gardevoir,fairy,2,fighting
gardevoir,fairy,1,fire
gardevoir,fairy,1,poison
gardevoir,fairy,1,steel
gardevoir,psychic,0,dark
gardevoir,psychic,2,fighting
gardevoir,psychic,2,poison
gardevoir,psychic,1,psychic
gardevoir,psychic,1,steel
gardevoir-mega,fairy,2,dark
gardevoir-mega,fairy,2,dragon
gardevoir-mega,fairy,2,fighting
gardevoir-mega,fairy,1,fire
gardevoir-mega,fairy,1,poison
gardevoir-mega,fairy,1,steel
gardevoir-mega,psychic,0,dark
gardevoir-mega,psychic,2,fighting
gardevoir-mega,psychic,2,poison
gardevoir-mega,psychic,1,psychic
gardevoir-mega,psychic,1,steel
gastly,ghost,1,dark
gastly,ghost,2,ghost
gastly,ghost,0,normal
gastly,ghost,2,psychic
gastly,poison,2,fairy
gastly,poison,1,ghost
gastly,poison,2,grass
gastly,poison,1,ground
gastly,poison,1,poison
gastly,poison,1,rock
gastly,poison,0,steel
gastrodon,ground,1,bug
gastrodon,ground,2,electric
gastrodon,ground,2,fire
gastrodon,ground,0,flying
gastrodon,ground,1,grass
gastrodon,ground,2,poison
gastrodon,ground,2,rock
gastrodon,ground,2,steel
gastrodon,water,1,dragon
gastrodon,water,2,fire
gastrodon,water,1,grass
gastrodon,water,2,ground
gastrodon,water,2,rock
gastrodon,water,1,water
genesect,bug,2,dark
genesect,bug,1,fairy
genesect,bug,1,fighting
genesect,bug,1,fire
genesect,bug,1,flying
genesect,bug,1,ghost
genesect,bug,2,grass
genesect,bug,1,poison
genesect,bug,2,psychic
genesect,bug,1,steel
genesect,steel,1,electric
genesect,steel,2,fairy
genesect,steel,1,fire
genesect,steel,2,ice
genesect,steel,2,rock
genesect,steel,1,steel
genesect,steel,1,water
gengar,ghost,1,dark
gengar,ghost,2,ghost
gengar,ghost,0,normal
gengar,ghost,2,psychic
gengar,poison,2,fairy
gengar,poison,1,ghost
gengar,poison,2,grass
gengar,poison,1,ground
gengar,poison,1,poison
gengar,poison,1,rock
gengar,poison,0,steel
gengar-mega,ghost,1,dark
gengar-mega,ghost,2,ghost
gengar-mega,ghost,0,normal
gengar-mega,ghost,2,psychic
gengar-mega,poison,2,fairy
gengar-mega,poison,1,ghost
gengar-mega,poison,2,grass
gengar-mega,poison,1,ground
gengar-mega,poison,1,poison
gengar-mega,poison,1,rock
gengar-mega,poison,0,steel
geodude,ground,1,bug
geodude,ground,2,electric
geodude,ground,2,fire
geodude,ground,0,flying
geodude,ground,1,grass
geodude,ground,2,poison
geodude,ground,2,rock
geodude,ground,2,steel
geodude,rock,2,bug
geodude,rock,1,fighting
geodude,rock,2,fire
geodude,rock,2,flying
geodude,rock,1,ground
geodude,rock,2,ice
geodude,rock,1,steel
geodude-alola,electric,1,dragon
geodude-alola,electric,1,electric
geodude-alola,electric,2,flying
geodude-alola,electric,1,grass
geodude-alola,electric,0,ground
geodude-alola,electric,2,water
geodude-alola,rock,2,bug
geodude-alola,rock,1,fighting
geodude-alola,rock,2,fire
geodude-alola,rock,2,flying
geodude-alola,rock,1,ground
geodude-alola,rock,2,ice
geodude-alola,rock,1,steel
gible,dragon,2,dragon
gible,dragon,0,fairy
gible,dragon,1,steel
gible,ground,1,bug
gible,ground,2,electric
gible,ground,2,fire
gible,ground,0,flying
gible,ground,1,grass
gible,ground,2,poison
gible,ground,2,rock
gible,ground,2,steel
gigalith,rock,2,bug
gigalith,rock,1,fighting
gigalith,rock,2,fire
gigalith,rock,2,flying
gigalith,rock,1,ground
gigalith,rock,2,ice
gigalith,rock,1,steel
girafarig,normal,0,ghost
girafarig,normal,1,rock
girafarig,normal,1,steel
girafarig,psychic,0,dark
girafarig,psychic,2,fighting
girafarig,psychic,2,poison
girafarig,psychic,1,psychic
girafarig,psychic,1,steel
giratina-altered,dragon,2,dragon
giratina-altered,dragon,0,fairy
giratina-altered,dragon,1,steel
giratina-altered,ghost,1,dark
giratina-altered,ghost,2,ghost
giratina-altered,ghost,0,normal
giratina-altered,ghost,2,psychic
giratina-origin,dragon,2,dragon
giratina-origin,dragon,0,fairy
giratina-origin,dragon,1,steel
giratina-origin,ghost,1,dark
giratina-origin,ghost,2,ghost
giratina-origin,ghost,0,normal
giratina-origin,ghost,2,psychic
glaceon,ice,2,dragon
glaceon,ice,1,fire
glaceon,ice,2,flying
glaceon,ice,2,grass
glaceon,ice,2,ground
glaceon,ice,1,ice
glaceon,ice,1,steel
glaceon,ice,1,water
glalie,ice,2,dragon
glalie,ice,1,fire
glalie,ice,2,flying
glalie,ice,2,grass
glalie,ice,2,ground
glalie,ice,1,ice
glalie,ice,1,steel
glalie,ice,1,water
glalie-mega,ice,2,dragon
glalie-mega,ice,1,fire
glalie-mega,ice,2,flying
glalie-mega,ice,2,grass
glalie-mega,ice,2,ground
glalie-mega,ice,1,ice
glalie-mega,ice,1,steel
glalie-mega,ice,1,water
glameow,normal,0,ghost
glameow,normal,1,rock
glameow,normal,1,steel
gligar,flying,2,bug
gligar,flying,1,electric
gligar,flying,2,fighting
gligar,flying,2,grass
gligar,flying,1,rock
gligar,flying,1,steel
gligar,ground,1,bug
gligar,ground,2,electric
gligar,ground,2,fire
gligar,ground,0,flying
gligar,ground,1,grass
gligar,ground,2,poison
gligar,ground,2,rock
gligar,ground,2,steel
gliscor,flying,2,bug
gliscor,flying,1,electric
gliscor,flying,2,fighting
gliscor,flying,2,grass
gliscor,flying,1,rock
gliscor,flying,1,steel
gliscor,ground,1,bug
gliscor,ground,2,electric
gliscor,ground,2,fire
gliscor,ground,0,flying
gliscor,ground,1,grass
gliscor,ground,2,poison
gliscor,ground,2,rock
gliscor,ground,2,steel
gloom,grass,1,bug
gloom,grass,1,dragon
gloom,grass,1,fire
gloom,grass,1,flying
gloom,grass,1,grass
gloom,grass,2,ground
gloom,grass,1,poison
gloom,grass,2,rock
gloom,grass,1,steel
gloom,grass,2,water
gloom,poison,2,fairy
gloom,poison,1,ghost
gloom,poison,2,grass
gloom,poison,1,ground
gloom,poison,1,poison
gloom,poison,1,rock
gloom,poison,0,steel
gogoat,grass,1,bug
gogoat,grass,1,dragon
gogoat,grass,1,fire
gogoat,grass,1,flying
gogoat,grass,1,grass
gogoat,grass,2,ground
gogoat,grass,1,poison
gogoat,grass,2,rock
gogoat,grass,1,steel
gogoat,grass,2,water
golbat,flying,2,bug
golbat,flying,1,electric
golbat,flying,2,fighting
golbat,flying,2,grass
golbat,flying,1,rock
golbat,flying,1,steel
golbat,poison,2,fairy
golbat,poison,1,ghost
golbat,poison,2,grass
golbat,poison,1,ground
golbat,poison,1,poison
golbat,poison,1,rock
golbat,poison,0,steel
goldeen,water,1,dragon
goldeen,water,2,fire
goldeen,water,1,grass
goldeen,water,2,ground
goldeen,water,2,rock
goldeen,water,1,water
golduck,water,1,dragon
golduck,water,2,fire
golduck,water,1,grass
golduck,water,2,ground
golduck,water,2,rock
golduck,water,1,water
golem,ground,1,bug
golem,ground,2,electric
golem,ground,2,fire
golem,ground,0,flying
golem,ground,1,grass
golem,ground,2,poison
golem,ground,2,rock
golem,ground,2,steel
golem,rock,2,bug
golem,rock,1,fighting
golem,rock,2,fire
golem,rock,2,flying
golem,rock,1,ground
golem,rock,2,ice
golem,rock,1,steel
golem-alola,electric,1,dragon
golem-alola,electric,1,electric
golem-alola,electric,2,flying
golem-alola,electric,1,grass
golem-alola,electric,0,ground
golem-alola,electric,2,water
golem-alola,rock,2,bug
golem-alola,rock,1,fighting
golem-alola,rock,2,fire
golem-alola,rock,2,flying
golem-alola,rock,1,ground
golem-alola,rock,2,ice
golem-alola,rock,1,steel
golett,ghost,1,dark
golett,ghost,2,ghost
golett,ghost,0,normal
golett,ghost,2,psychic
golett,ground,1,bug
golett,ground,2,electric
golett,ground,2,fire
golett,ground,0,flying
golett,ground,1,grass
golett,ground,2,poison
golett,ground,2,rock
golett,ground,2,steel
golurk,ghost,1,dark
golurk,ghost,2,ghost
golurk,ghost,0,normal
golurk,ghost,2,psychic
golurk,ground,1,bug
golurk,ground,2,electric
golurk,ground,2,fire
golurk,ground,0,flying
golurk,ground,1,grass
golurk,ground,2,poison
golurk,ground,2,rock
golurk,ground,2,steel
goodra,dragon,2,dragon
goodra,dragon,0,fairy
goodra,dragon,1,steel
goomy,dragon,2,dragon
goomy,dragon,0,fairy
goomy,dragon,1,steel
gorebyss,water,1,dragon
gorebyss,water,2,fire
gorebyss,water,1,grass
gorebyss,water,2,ground
gorebyss,water,2,rock
gorebyss,water,1,water
gothita,psychic,0,dark
gothita,psychic,2,fighting
gothita,psychic,2,poison
gothita,psychic,1,psychic
gothita,psychic,1,steel
gothitelle,psychic,0,dark
gothitelle,psychic,2,fighting
gothitelle,psychic,2,poison
gothitelle,psychic,1,psychic
gothitelle,psychic,1,steel
gothorita,psychic,0,dark
gothorita,psychic,2,fighting
gothorita,psychic,2,poison
gothorita,psychic,1,psychic
gothorita,psychic,1,steel
gourgeist-average,ghost,1,dark
gourgeist-average,ghost,2,ghost
gourgeist-average,ghost,0,normal
gourgeist-average,ghost,2,psychic
gourgeist-average,grass,1,bug
gourgeist-average,grass,1,dragon
gourgeist-average,grass,1,fire
gourgeist-average,grass,1,flying
gourgeist-average,grass,1,grass
gourgeist-average,grass,2,ground
gourgeist-average,grass,1,poison
gourgeist-average,grass,2,rock
gourgeist-average,grass,1,steel
gourgeist-average,grass,2,water
gourgeist-large,ghost,1,dark
gourgeist-large,ghost,2,ghost
gourgeist-large,ghost,0,normal
gourgeist-large,ghost,2,psychic
gourgeist-large,grass,1,bug
gourgeist-large,grass,1,dragon
gourgeist-large,grass,1,fire
gourgeist-large,grass,1,flying
gourgeist-large,grass,1,grass
gourgeist-large,grass,2,ground
gourgeist-large,grass,1,poison
gourgeist-large,grass,2,rock
gourgeist-large,grass,1,steel
gourgeist-large,grass,2,water
gourgeist-small,ghost,1,dark
gourgeist-small,ghost,2,ghost
gourgeist-small,ghost,0,normal
gourgeist-small,ghost,2,psychic
gourgeist-small,grass,1,bug
gourgeist-small,grass,1,dragon
gourgeist-small,grass,1,fire
gourgeist-small,grass,1,flying
gourgeist-small,grass,1,grass
gourgeist-small,grass,2,ground
gourgeist-small,grass,1,poison
gourgeist-small,grass,2,rock
gourgeist-small,grass,1,steel
gourgeist-small,grass,2,water
gourgeist-super,ghost,1,dark
gourgeist-super,ghost,2,ghost
gourgeist-super,ghost,0,normal
gourgeist-super,ghost,2,psychic
gourgeist-super,grass,1,bug
gourgeist-super,grass,1,dragon
gourgeist-super,grass,1,fire
gourgeist-super,grass,1,flying
gourgeist-super,grass,1,grass
gourgeist-super,grass,2,ground
gourgeist-super,grass,1,poison
gourgeist-super,grass,2,rock
gourgeist-super,grass,1,steel
gourgeist-super,grass,2,water
granbull,fairy,2,dark
granbull,fairy,2,dragon
granbull,fairy,2,fighting
granbull,fairy,1,fire
granbull,fairy,1,poison
granbull,fairy,1,steel
graveler,ground,1,bug
graveler,ground,2,electric
graveler,ground,2,fire
graveler,ground,0,flying
graveler,ground,1,grass
graveler,ground,2,poison
graveler,ground,2,rock
graveler,ground,2,steel
graveler,rock,2,bug
graveler,rock,1,fighting
graveler,rock,2,fire
graveler,rock,2,flying
graveler,rock,1,ground
graveler,rock,2,ice
graveler,rock,1,steel
graveler-alola,electric,1,dragon
graveler-alola,electric,1,electric
graveler-alola,electric,2,flying
graveler-alola,electric,1,grass
graveler-alola,electric,0,ground
graveler-alola,electric,2,water
graveler-alola,rock,2,bug
graveler-alola,rock,1,fighting
graveler-alola,rock,2,fire
graveler-alola,rock,2,flying
graveler-alola,rock,1,ground
graveler-alola,rock,2,ice
graveler-alola,rock,1,steel
greninja,dark,1,dark
greninja,dark,1,fairy
greninja,dark,1,fighting
greninja,dark,2,ghost
greninja,dark,2,psychic
greninja,water,1,dragon
greninja,water,2,fire
greninja,water,1,grass
greninja,water,2,ground
greninja,water,2,rock
greninja,water,1,water
greninja-ash,dark,1,dark
greninja-ash,dark,1,fairy
greninja-ash,dark,1,fighting
greninja-ash,dark,2,ghost
greninja-ash,dark,2,psychic
greninja-ash,water,1,dragon
greninja-ash,water,2,fire
greninja-ash,water,1,grass
greninja-ash,water,2,ground
greninja-ash,water,2,rock
greninja-ash,water,1,water
greninja-battle-bond,dark,1,dark
greninja-battle-bond,dark,1,fairy
greninja-battle-bond,dark,1,fighting
greninja-battle-bond,dark,2,ghost
greninja-battle-bond,dark,2,psychic
greninja-battle-bond,water,1,dragon
greninja-battle-bond,water,2,fire
greninja-battle-bond,water,1,grass
greninja-battle-bond,water,2,ground
greninja-battle-bond,water,2,rock
greninja-battle-bond,water,1,water
grimer,poison,2,fairy
grimer,poison,1,ghost
grimer,poison,2,grass
grimer,poison,1,ground
grimer,poison,1,poison
grimer,poison,1,rock
grimer,poison,0,steel
grimer-alola,dark,1,dark
grimer-alola,dark,1,fairy
grimer-alola,dark,1,fighting
grimer-alola,dark,2,ghost
grimer-alola,dark,2,psychic
grimer-alola,poison,2,fairy
grimer-alola,poison,1,ghost
grimer-alola,poison,2,grass
grimer-alola,poison,1,ground
grimer-alola,poison,1,poison
grimer-alola,poison,1,rock
grimer-alola,poison,0,steel
grotle,grass,1,bug
grotle,grass,1,dragon
grotle,grass,1,fire
grotle,grass,1,flying
grotle,grass,1,grass
grotle,grass,2,ground
grotle,grass,1,poison
grotle,grass,2,rock
grotle,grass,1,steel
grotle,grass,2,water
groudon,ground,1,bug
groudon,ground,2,electric
groudon,ground,2,fire
groudon,ground,0,flying
groudon,ground,1,grass
groudon,ground,2,poison
groudon,ground,2,rock
groudon,ground,2,steel
groudon-primal,fire,2,bug
groudon-primal,fire,1,dragon
groudon-primal,fire,1,fire
groudon-primal,fire,2,grass
groudon-primal,fire,2,ice
groudon-primal,fire,1,rock
groudon-primal,fire,2,steel
groudon-primal,fire,1,water
groudon-primal,ground,1,bug
groudon-primal,ground,2,electric
groudon-primal,ground,2,fire
groudon-primal,ground,0,flying
groudon-primal,ground,1,grass
groudon-primal,ground,2,poison
groudon-primal,ground,2,rock
groudon-primal,ground,2,steel
grovyle,grass,1,bug
grovyle,grass,1,dragon
grovyle,grass,1,fire
grovyle,grass,1,flying
grovyle,grass,1,grass
grovyle,grass,2,ground
